CustomerID,Recency,Frequency,Monetary,NumOrders,NumUniqueProducts,TotalQuantity,AvgQuantity,TotalSpent,AvgOrderValue,StdOrderValue,FirstPurchase,LastPurchase,MainCountry,CustomerLifespan,Cluster,Algorithm_Used,Auto_Profile
13211,10,3,1095.42,3,45,834,15.16,1095.42,19.92,40.5,2010-12-13 16:17:00,2011-11-29 14:43:00,United Kingdom,350,1,K-Means,Loyal Customers
13212,20,3,786.83,3,128,309,2.19,786.83,5.58,5.52,2011-10-09 14:48:00,2011-11-20 12:40:00,United Kingdom,41,0,K-Means,Passive Customers
13213,57,5,1520.58,5,82,1360,15.11,1520.58,16.9,9.66,2011-05-24 12:22:00,2011-10-14 11:42:00,United Kingdom,142,1,K-Means,Loyal Customers
13216,268,1,333.74,1,5,297,59.4,333.74,66.75,33.55,2011-03-17 12:18:00,2011-03-17 12:18:00,United Kingdom,0,4,K-Means,Lost Customers
13217,122,3,533.98,3,3,262,65.5,533.98,133.5,83.12,2011-07-06 12:08:00,2011-08-09 15:32:00,United Kingdom,34,0,K-Means,Passive Customers
13218,127,1,62.63999999999999,1,5,88,17.6,62.64,12.53,5.92,2011-08-04 16:59:00,2011-08-04 16:59:00,United Kingdom,0,0,K-Means,Passive Customers
13220,78,4,819.2900000000001,4,18,196,9.33,819.29,39.01,45.97,2011-04-17 10:59:00,2011-09-22 13:38:00,United Kingdom,158,0,K-Means,Passive Customers
13221,240,2,847.41,2,62,244,3.7,847.41,12.84,9.85,2010-12-15 13:24:00,2011-04-13 16:58:00,United Kingdom,119,4,K-Means,Lost Customers
13223,200,2,163.20000000000002,2,5,88,17.6,163.2,32.64,38.12,2011-04-21 15:16:00,2011-05-23 13:03:00,United Kingdom,31,4,K-Means,Lost Customers
13224,60,2,2155.95,2,101,1518,14.06,2155.95,19.96,21.88,2011-07-11 14:10:00,2011-10-10 14:55:00,United Kingdom,91,0,K-Means,Passive Customers
13225,3,7,6463.84,7,23,3416,106.75,6463.84,202.0,112.6,2010-12-13 09:49:00,2011-12-06 13:29:00,United Kingdom,358,1,K-Means,Loyal Customers
13226,273,1,108.21,1,16,80,5.0,108.21,6.76,4.15,2011-03-11 14:35:00,2011-03-11 14:35:00,United Kingdom,0,4,K-Means,Lost Customers
13227,202,1,257.7,1,9,99,11.0,257.7,28.63,22.12,2011-05-22 11:47:00,2011-05-22 11:47:00,United Kingdom,0,4,K-Means,Lost Customers
13228,81,1,358.0,1,2,200,100.0,358.0,179.0,0.0,2011-09-19 14:28:00,2011-09-19 14:28:00,United Kingdom,0,0,K-Means,Passive Customers
13229,226,1,160.95,1,10,63,6.3,160.95,16.1,2.81,2011-04-28 12:07:00,2011-04-28 12:07:00,United Kingdom,0,4,K-Means,Lost Customers
13230,4,14,2755.63,14,393,1638,2.79,2755.63,4.69,6.27,2010-12-09 19:28:00,2011-12-05 16:03:00,United Kingdom,360,2,K-Means,Loyal Customers
13232,13,7,1328.35,7,147,773,3.83,1328.35,6.58,6.0,2011-04-10 13:48:00,2011-11-27 10:39:00,United Kingdom,230,1,K-Means,Loyal Customers
13233,74,2,605.12,2,43,1004,23.35,605.12,14.07,8.05,2011-01-07 14:49:00,2011-09-26 13:25:00,United Kingdom,261,1,K-Means,Loyal Customers
13235,212,1,1031.07,1,53,441,7.6,1031.07,17.78,14.19,2011-05-11 17:13:00,2011-05-11 17:13:00,United Kingdom,0,4,K-Means,Lost Customers
13236,25,2,744.85,2,34,416,11.56,744.85,20.69,7.25,2011-08-25 08:58:00,2011-11-15 12:50:00,United Kingdom,82,0,K-Means,Passive Customers
13238,17,4,700.73,4,20,298,9.61,700.73,22.6,15.39,2010-12-14 14:37:00,2011-11-22 15:37:00,United Kingdom,343,1,K-Means,Loyal Customers
13239,262,1,329.56,1,21,327,15.57,329.56,15.69,8.93,2011-03-23 10:25:00,2011-03-23 10:25:00,United Kingdom,0,4,K-Means,Lost Customers
13240,96,4,663.65,4,59,298,4.45,663.65,9.91,6.15,2010-12-09 12:49:00,2011-09-04 14:08:00,United Kingdom,269,1,K-Means,Loyal Customers
13242,112,3,270.40000000000003,3,12,130,10.0,270.4,20.8,0.0,2011-05-10 12:26:00,2011-08-19 12:53:00,United Kingdom,101,0,K-Means,Passive Customers
13243,203,1,585.12,1,56,232,4.07,585.12,10.27,6.37,2011-05-20 13:14:00,2011-05-20 13:14:00,United Kingdom,0,4,K-Means,Lost Customers
13244,93,1,121.74,1,27,38,1.41,121.74,4.51,2.22,2011-09-08 11:46:00,2011-09-08 11:46:00,United Kingdom,0,0,K-Means,Passive Customers
13245,51,1,430.5,1,16,125,7.81,430.5,26.91,8.41,2011-10-20 11:40:00,2011-10-20 11:40:00,United Kingdom,0,0,K-Means,Passive Customers
13246,18,6,1961.52,6,110,1587,11.67,1961.52,14.42,27.94,2011-01-13 13:36:00,2011-11-21 16:50:00,United Kingdom,312,1,K-Means,Loyal Customers
13247,18,4,501.12,4,18,328,13.12,501.12,20.04,11.81,2011-09-18 11:31:00,2011-11-22 10:59:00,United Kingdom,64,0,K-Means,Passive Customers
13248,125,2,465.68,2,25,305,11.73,465.68,17.91,5.22,2011-06-03 13:05:00,2011-08-07 12:40:00,United Kingdom,64,0,K-Means,Passive Customers
13249,92,3,711.41,3,21,546,23.74,711.41,30.93,54.12,2011-03-23 15:26:00,2011-09-08 13:26:00,United Kingdom,168,0,K-Means,Passive Customers
13253,157,2,1030.4,2,35,1572,43.67,1030.4,28.62,32.22,2011-01-04 15:43:00,2011-07-06 10:09:00,United Kingdom,182,0,K-Means,Passive Customers
13255,9,2,399.51,2,13,177,13.62,399.51,30.73,21.31,2010-12-01 11:58:00,2011-11-30 13:14:00,United Kingdom,364,1,K-Means,Loyal Customers
13258,12,3,672.83,3,28,282,7.83,672.83,18.69,16.99,2011-05-18 13:11:00,2011-11-28 09:31:00,United Kingdom,193,1,K-Means,Loyal Customers
13259,62,1,283.18,1,77,126,1.56,283.18,3.5,3.48,2011-10-09 10:48:00,2011-10-09 10:48:00,United Kingdom,0,0,K-Means,Passive Customers
13260,61,1,557.62,1,8,142,17.75,557.62,69.7,69.16,2011-10-09 13:21:00,2011-10-09 13:21:00,United Kingdom,0,0,K-Means,Passive Customers
13261,269,2,944.1,2,8,210,23.33,944.1,104.9,26.1,2011-02-27 10:41:00,2011-03-16 12:22:00,United Kingdom,17,4,K-Means,Lost Customers
13262,263,1,200.29,1,11,125,11.36,200.29,18.21,12.61,2011-03-21 15:06:00,2011-03-21 15:06:00,United Kingdom,0,4,K-Means,Lost Customers
13263,1,35,7436.93,35,450,4768,2.86,7436.93,4.46,4.83,2011-01-18 16:31:00,2011-12-08 13:59:00,United Kingdom,323,2,K-Means,Loyal Customers
13265,53,5,2092.66,5,66,1740,19.33,2092.66,23.25,28.31,2011-03-11 09:54:00,2011-10-17 15:02:00,United Kingdom,220,1,K-Means,Loyal Customers
13266,11,12,3834.26,12,82,4428,23.68,3834.26,20.5,16.43,2011-03-28 10:14:00,2011-11-28 14:39:00,United Kingdom,245,1,K-Means,Loyal Customers
13267,3,19,4521.49,19,88,1969,9.33,4521.49,21.43,10.66,2010-12-08 09:20:00,2011-12-07 11:12:00,United Kingdom,364,1,K-Means,Loyal Customers
13268,18,11,3174.75,11,257,3624,8.37,3174.75,7.33,6.32,2011-03-17 13:20:00,2011-11-22 11:51:00,United Kingdom,249,2,K-Means,Loyal Customers
13269,1,15,5343.28,15,177,3513,11.15,5343.28,16.96,16.38,2010-12-05 11:51:00,2011-12-08 14:53:00,United Kingdom,368,2,K-Means,Loyal Customers
13270,366,1,590.0,1,1,200,200.0,590.0,590.0,,2010-12-08 14:53:00,2010-12-08 14:53:00,United Kingdom,0,4,K-Means,Lost Customers
13271,37,1,211.49,1,79,240,2.76,211.49,2.43,2.49,2011-11-02 14:31:00,2011-11-02 14:31:00,United Kingdom,0,0,K-Means,Passive Customers
13272,31,2,276.56,2,15,96,6.4,276.56,18.44,4.79,2011-09-11 12:06:00,2011-11-08 14:00:00,United Kingdom,58,0,K-Means,Passive Customers
13273,113,1,138.98,1,16,153,9.56,138.98,8.69,6.22,2011-08-18 14:02:00,2011-08-18 14:02:00,United Kingdom,0,0,K-Means,Passive Customers
13276,64,2,590.9300000000001,2,30,161,5.37,590.93,19.7,8.8,2011-09-01 10:03:00,2011-10-07 12:44:00,United Kingdom,36,0,K-Means,Passive Customers
13277,16,4,258.4,4,5,176,22.0,258.4,32.3,10.96,2011-07-29 10:06:00,2011-11-24 09:21:00,United Kingdom,117,0,K-Means,Passive Customers
13278,41,1,542.73,1,46,537,11.67,542.73,11.8,8.51,2011-10-30 11:49:00,2011-10-30 11:49:00,United Kingdom,0,0,K-Means,Passive Customers
13279,78,1,137.75,1,9,73,8.11,137.75,15.31,6.88,2011-09-22 17:24:00,2011-09-22 17:24:00,United Kingdom,0,0,K-Means,Passive Customers
13280,122,3,798.46,3,67,518,6.32,798.46,9.74,5.59,2011-01-06 17:10:00,2011-08-09 13:14:00,United Kingdom,214,1,K-Means,Loyal Customers
13282,18,3,1132.14,3,29,307,8.3,1132.14,30.6,21.56,2011-05-03 12:03:00,2011-11-21 15:33:00,United Kingdom,202,1,K-Means,Loyal Customers
13283,60,2,93.66,2,7,90,12.86,93.66,13.38,6.44,2011-06-07 12:39:00,2011-10-11 09:50:00,United Kingdom,125,0,K-Means,Passive Customers
13284,331,1,201.19,1,13,91,7.0,201.19,15.48,5.16,2011-01-13 09:23:00,2011-01-13 09:23:00,United Kingdom,0,4,K-Means,Lost Customers
13285,23,4,2709.12,4,157,2051,10.97,2709.12,14.49,5.07,2011-02-22 17:13:00,2011-11-16 13:19:00,United Kingdom,266,1,K-Means,Loyal Customers
13291,156,1,361.11,1,41,233,5.55,361.11,8.6,8.51,2011-07-07 10:36:00,2011-07-07 10:36:00,United Kingdom,0,4,K-Means,Lost Customers
13292,39,2,578.9399999999999,2,29,347,11.19,578.94,18.68,6.88,2011-02-28 15:00:00,2011-11-01 10:04:00,United Kingdom,245,1,K-Means,Loyal Customers
13294,190,2,873.74,2,48,453,8.39,873.74,16.18,4.7,2011-04-04 12:37:00,2011-06-03 08:54:00,United Kingdom,59,4,K-Means,Lost Customers
13295,360,1,201.2,1,10,82,8.2,201.2,20.12,3.69,2010-12-15 11:21:00,2010-12-15 11:21:00,United Kingdom,0,4,K-Means,Lost Customers
13296,137,1,87.4,1,5,78,15.6,87.4,17.48,9.7,2011-07-25 13:46:00,2011-07-25 13:46:00,United Kingdom,0,0,K-Means,Passive Customers
13297,8,4,2089.85,4,52,963,16.32,2089.85,35.42,21.17,2011-10-03 15:08:00,2011-12-02 09:32:00,United Kingdom,59,0,K-Means,Passive Customers
13298,1,1,360.0,1,2,96,48.0,360.0,180.0,127.28,2011-12-08 13:11:00,2011-12-08 13:11:00,United Kingdom,0,0,K-Means,Passive Customers
13299,268,1,142.5,1,5,30,6.0,142.5,28.5,18.2,2011-03-16 12:55:00,2011-03-16 12:55:00,United Kingdom,0,4,K-Means,Lost Customers
13300,169,1,371.89,1,20,203,10.15,371.89,18.59,5.37,2011-06-23 13:09:00,2011-06-23 13:09:00,United Kingdom,0,4,K-Means,Lost Customers
13301,104,4,618.09,4,75,345,4.26,618.09,7.63,6.39,2011-02-20 13:13:00,2011-08-28 11:25:00,United Kingdom,188,1,K-Means,Loyal Customers
13302,155,1,63.75,1,1,5,5.0,63.75,63.75,,2011-07-07 17:56:00,2011-07-07 17:56:00,United Kingdom,0,4,K-Means,Lost Customers
13304,351,1,300.42,1,21,238,11.33,300.42,14.31,3.78,2010-12-23 14:35:00,2010-12-23 14:35:00,United Kingdom,0,4,K-Means,Lost Customers
13305,4,10,2000.86,10,50,1232,15.21,2000.86,24.7,12.44,2010-12-02 12:10:00,2011-12-05 15:15:00,United Kingdom,368,1,K-Means,Loyal Customers
13307,120,1,15.0,1,1,4,4.0,15.0,15.0,,2011-08-11 17:14:00,2011-08-11 17:14:00,United Kingdom,0,0,K-Means,Passive Customers
13308,23,3,1385.51,3,49,843,15.61,1385.51,25.66,24.12,2011-05-20 13:13:00,2011-11-17 09:31:00,United Kingdom,180,1,K-Means,Loyal Customers
13309,7,5,1456.79,5,82,1544,14.43,1456.79,13.61,5.49,2011-02-04 12:29:00,2011-12-02 16:34:00,United Kingdom,301,1,K-Means,Loyal Customers
13310,28,3,1132.03,3,65,587,8.15,1132.03,15.72,3.55,2011-01-19 14:50:00,2011-11-11 17:23:00,United Kingdom,296,1,K-Means,Loyal Customers
13311,4,2,598.57,2,25,305,11.73,598.57,23.02,21.08,2011-07-12 14:26:00,2011-12-05 12:55:00,United Kingdom,145,0,K-Means,Passive Customers
13313,22,5,1555.32,5,47,851,10.91,1555.32,19.94,9.52,2011-01-04 10:00:00,2011-11-17 16:48:00,United Kingdom,317,1,K-Means,Loyal Customers
13314,2,3,775.94,3,55,560,9.03,775.94,12.52,5.7,2011-09-27 10:20:00,2011-12-08 12:29:00,United Kingdom,72,0,K-Means,Passive Customers
13316,37,4,5732.93,4,66,5508,64.05,5732.93,66.66,75.4,2011-03-30 13:01:00,2011-11-02 13:40:00,United Kingdom,217,1,K-Means,Loyal Customers
13317,66,6,2273.68,6,100,1035,8.35,2273.68,18.34,6.08,2010-12-16 09:22:00,2011-10-04 13:35:00,United Kingdom,292,1,K-Means,Loyal Customers
13318,1,3,640.76,3,14,304,15.2,640.76,32.04,26.47,2011-11-02 13:26:00,2011-12-08 18:51:00,United Kingdom,36,0,K-Means,Passive Customers
13319,5,26,10845.55,26,209,4724,9.92,10845.55,22.78,14.41,2010-12-09 10:04:00,2011-12-04 13:34:00,United Kingdom,360,2,K-Means,Loyal Customers
13320,78,4,1532.2,4,77,1086,10.34,1532.2,14.59,4.7,2011-05-10 10:29:00,2011-09-22 18:07:00,United Kingdom,135,0,K-Means,Passive Customers
13321,72,2,567.36,2,10,372,33.82,567.36,51.58,64.27,2011-09-14 15:18:00,2011-09-28 15:24:00,United Kingdom,14,0,K-Means,Passive Customers
13322,17,1,199.48,1,25,117,4.68,199.48,7.98,8.64,2011-11-22 14:21:00,2011-11-22 14:21:00,United Kingdom,0,0,K-Means,Passive Customers
13323,3,5,787.85,5,6,175,8.33,787.85,37.52,42.1,2011-09-16 13:23:00,2011-12-06 17:12:00,United Kingdom,81,0,K-Means,Passive Customers
13324,36,10,7121.95,10,25,5205,69.4,7121.95,94.96,63.95,2010-12-14 09:50:00,2011-11-03 16:28:00,United Kingdom,324,1,K-Means,Loyal Customers
13325,82,1,675.3,1,12,240,20.0,675.3,56.28,45.29,2011-09-19 10:36:00,2011-09-19 10:36:00,United Kingdom,0,0,K-Means,Passive Customers
13327,39,8,3627.77,8,74,1600,14.81,3627.77,33.59,22.01,2010-12-09 15:32:00,2011-11-01 10:21:00,United Kingdom,326,1,K-Means,Loyal Customers
13328,316,1,1308.48,1,17,680,40.0,1308.48,76.97,63.12,2011-01-27 15:22:00,2011-01-27 15:22:00,United Kingdom,0,4,K-Means,Lost Customers
13329,32,2,789.0,2,16,463,27.24,789.0,46.41,36.81,2010-12-08 10:11:00,2011-11-08 10:29:00,United Kingdom,335,1,K-Means,Loyal Customers
13330,93,3,1140.93,3,37,751,14.17,1140.93,21.53,12.38,2011-01-28 10:08:00,2011-09-08 12:27:00,United Kingdom,223,1,K-Means,Loyal Customers
13332,14,1,350.9,1,21,179,8.52,350.9,16.71,3.47,2011-11-25 13:30:00,2011-11-25 13:30:00,United Kingdom,0,0,K-Means,Passive Customers
13334,82,3,3502.32,3,207,1764,6.66,3502.32,13.22,9.25,2011-02-07 11:42:00,2011-09-18 15:21:00,United Kingdom,223,1,K-Means,Loyal Customers
13336,77,1,795.12,1,51,559,10.96,795.12,15.59,3.98,2011-09-23 14:05:00,2011-09-23 14:05:00,United Kingdom,0,0,K-Means,Passive Customers
13338,158,1,487.02,1,19,256,13.47,487.02,25.63,28.47,2011-07-05 09:06:00,2011-07-05 09:06:00,United Kingdom,0,4,K-Means,Lost Customers
13339,201,1,860.12,1,54,326,6.04,860.12,15.93,4.72,2011-05-23 08:31:00,2011-05-23 08:31:00,United Kingdom,0,4,K-Means,Lost Customers
13340,45,7,10736.48,7,128,5770,43.06,10736.48,80.12,62.83,2011-03-08 11:39:00,2011-10-25 13:15:00,United Kingdom,231,1,K-Means,Loyal Customers
13341,261,1,775.85,1,42,301,7.17,775.85,18.47,11.6,2011-03-24 09:50:00,2011-03-24 09:50:00,United Kingdom,0,4,K-Means,Lost Customers
13343,178,1,353.43,1,19,135,7.11,353.43,18.6,8.69,2011-06-15 12:24:00,2011-06-15 12:24:00,United Kingdom,0,4,K-Means,Lost Customers
13344,68,3,2511.69,3,115,952,8.21,2511.69,21.65,28.13,2011-03-07 10:28:00,2011-10-03 09:45:00,United Kingdom,209,1,K-Means,Loyal Customers
13345,288,1,389.5,1,20,141,7.05,389.5,19.48,7.68,2011-02-25 09:01:00,2011-02-25 09:01:00,United Kingdom,0,4,K-Means,Lost Customers
13347,70,1,341.36,1,8,205,25.62,341.36,42.67,8.85,2011-09-30 13:28:00,2011-09-30 13:28:00,United Kingdom,0,0,K-Means,Passive Customers
13348,64,1,233.76,1,14,136,9.71,233.76,16.7,7.69,2011-10-06 17:28:00,2011-10-06 17:28:00,United Kingdom,0,0,K-Means,Passive Customers
13349,11,1,247.32,1,16,225,14.06,247.32,15.46,10.36,2011-11-29 08:07:00,2011-11-29 08:07:00,United Kingdom,0,0,K-Means,Passive Customers
13350,16,2,979.12,2,36,287,7.18,979.12,24.48,14.94,2011-09-21 13:33:00,2011-11-23 16:33:00,United Kingdom,63,0,K-Means,Passive Customers
13351,66,1,373.94,1,16,117,7.31,373.94,23.37,8.33,2011-10-04 12:55:00,2011-10-04 12:55:00,United Kingdom,0,0,K-Means,Passive Customers
13352,60,1,397.98,1,24,321,13.38,397.98,16.58,8.6,2011-10-10 13:55:00,2011-10-10 13:55:00,United Kingdom,0,0,K-Means,Passive Customers
13354,71,1,743.53,1,51,604,11.84,743.53,14.58,6.41,2011-09-29 13:17:00,2011-09-29 13:17:00,United Kingdom,0,0,K-Means,Passive Customers
13355,122,1,674.7,1,32,314,9.81,674.7,21.08,15.69,2011-08-09 14:48:00,2011-08-09 14:48:00,United Kingdom,0,0,K-Means,Passive Customers
13356,80,1,768.24,1,42,325,7.74,768.24,18.29,8.72,2011-09-20 14:33:00,2011-09-20 14:33:00,United Kingdom,0,0,K-Means,Passive Customers
13357,257,1,609.4,1,85,321,3.61,609.4,6.85,5.82,2011-03-27 13:56:00,2011-03-27 13:56:00,United Kingdom,0,4,K-Means,Lost Customers
13358,269,1,439.03,1,29,285,9.83,439.03,15.14,7.95,2011-03-16 11:52:00,2011-03-16 11:52:00,United Kingdom,0,4,K-Means,Lost Customers
13359,64,1,439.56,1,23,161,7.0,439.56,19.11,9.69,2011-10-07 09:30:00,2011-10-07 09:30:00,United Kingdom,0,0,K-Means,Passive Customers
13362,9,4,3090.74,4,128,1382,8.33,3090.74,18.62,8.25,2011-02-25 11:33:00,2011-11-30 14:41:00,United Kingdom,278,1,K-Means,Loyal Customers
13363,18,2,992.5,2,47,710,11.83,992.5,16.54,8.48,2011-10-27 10:46:00,2011-11-22 12:40:00,United Kingdom,26,0,K-Means,Passive Customers
13364,71,1,134.95999999999998,1,10,71,7.1,134.96,13.5,5.18,2011-09-29 18:13:00,2011-09-29 18:13:00,United Kingdom,0,0,K-Means,Passive Customers
13365,34,2,2225.37,2,122,1247,9.74,2225.37,17.39,9.12,2011-05-06 12:00:00,2011-11-06 12:36:00,United Kingdom,184,1,K-Means,Loyal Customers
13366,50,1,56.16,1,1,144,144.0,56.16,56.16,,2011-10-20 13:37:00,2011-10-20 13:37:00,United Kingdom,0,0,K-Means,Passive Customers
13368,257,2,623.4,2,29,327,11.28,623.4,21.5,11.35,2011-01-06 12:32:00,2011-03-28 09:59:00,United Kingdom,80,4,K-Means,Lost Customers
13369,366,1,308.28000000000003,1,14,149,10.64,308.28,22.02,12.56,2010-12-09 11:30:00,2010-12-09 11:30:00,United Kingdom,0,4,K-Means,Lost Customers
13370,372,1,754.87,1,39,343,8.79,754.87,19.36,6.99,2010-12-03 10:26:00,2010-12-03 10:26:00,United Kingdom,0,4,K-Means,Lost Customers
13372,90,1,378.64,1,23,159,6.91,378.64,16.46,8.93,2011-09-11 12:46:00,2011-09-11 12:46:00,United Kingdom,0,0,K-Means,Passive Customers
13373,61,3,3312.25,3,135,1651,10.45,3312.25,20.96,14.54,2011-03-08 14:35:00,2011-10-10 10:51:00,United Kingdom,215,1,K-Means,Loyal Customers
13375,89,1,778.65,1,37,442,11.95,778.65,21.04,15.97,2011-09-12 10:19:00,2011-09-12 10:19:00,United Kingdom,0,0,K-Means,Passive Customers
13376,99,3,1019.76,3,45,493,9.3,1019.76,19.24,10.13,2011-04-19 13:03:00,2011-09-01 16:16:00,United Kingdom,135,0,K-Means,Passive Customers
13379,26,3,572.56,3,85,601,6.2,572.56,5.9,5.43,2011-07-26 12:26:00,2011-11-13 13:45:00,United Kingdom,110,0,K-Means,Passive Customers
13381,32,6,3639.31,6,77,2029,11.8,3639.31,21.16,11.38,2011-02-14 10:10:00,2011-11-08 11:58:00,United Kingdom,267,1,K-Means,Loyal Customers
13382,281,1,222.99,1,15,131,8.73,222.99,14.87,2.18,2011-03-04 10:03:00,2011-03-04 10:03:00,United Kingdom,0,4,K-Means,Lost Customers
13384,31,7,4151.93,7,123,2422,15.93,4151.93,27.32,26.15,2011-06-14 12:47:00,2011-11-09 11:04:00,United Kingdom,147,1,K-Means,Loyal Customers
13385,330,1,534.57,1,35,281,8.03,534.57,15.27,7.63,2011-01-14 09:52:00,2011-01-14 09:52:00,United Kingdom,0,4,K-Means,Lost Customers
13388,131,2,677.1,2,35,282,8.06,677.1,19.35,10.32,2011-07-31 12:52:00,2011-07-31 12:52:00,United Kingdom,0,0,K-Means,Passive Customers
13389,11,3,797.96,3,50,429,8.41,797.96,15.65,4.75,2011-04-21 12:12:00,2011-11-28 14:01:00,United Kingdom,221,1,K-Means,Loyal Customers
13390,75,1,544.08,1,13,224,17.23,544.08,41.85,37.67,2011-09-26 08:38:00,2011-09-26 08:38:00,United Kingdom,0,0,K-Means,Passive Customers
13391,204,1,59.8,1,1,4,4.0,59.8,59.8,,2011-05-20 10:50:00,2011-05-20 10:50:00,United Kingdom,0,4,K-Means,Lost Customers
13394,2,8,2520.02,8,124,2392,15.43,2520.02,16.26,13.21,2011-02-03 10:39:00,2011-12-08 11:36:00,United Kingdom,308,1,K-Means,Loyal Customers
13395,185,1,307.72,1,21,336,16.0,307.72,14.65,7.95,2011-06-07 15:04:00,2011-06-07 15:04:00,United Kingdom,0,4,K-Means,Lost Customers
13396,29,2,1360.99,2,42,600,13.95,1360.99,31.65,21.84,2011-01-24 13:37:00,2011-11-10 16:59:00,United Kingdom,290,1,K-Means,Loyal Customers
13397,73,5,1544.13,5,28,430,11.32,1544.13,40.64,33.35,2011-01-04 13:50:00,2011-09-28 10:56:00,United Kingdom,266,1,K-Means,Loyal Customers
13398,192,1,457.34,1,26,281,10.81,457.34,17.59,7.07,2011-05-31 13:17:00,2011-05-31 13:17:00,United Kingdom,0,4,K-Means,Lost Customers
13402,127,2,621.23,2,32,479,12.28,621.23,15.93,11.69,2010-12-02 17:12:00,2011-08-04 15:51:00,United Kingdom,244,1,K-Means,Loyal Customers
13403,18,1,75.0,1,3,44,14.67,75.0,25.0,17.32,2011-11-22 08:28:00,2011-11-22 08:28:00,United Kingdom,0,0,K-Means,Passive Customers
13404,1,2,252.49,2,11,111,10.09,252.49,22.95,14.54,2011-05-11 11:57:00,2011-12-08 15:37:00,United Kingdom,211,1,K-Means,Loyal Customers
13405,74,3,572.451,3,25,165,6.11,572.45,21.2,8.43,2011-01-26 09:27:00,2011-09-26 17:01:00,United Kingdom,243,1,K-Means,Loyal Customers
13408,2,62,28117.04,62,234,16232,33.96,28117.04,58.82,47.95,2010-12-01 10:39:00,2011-12-08 09:05:00,United Kingdom,371,2,K-Means,Loyal Customers
13410,24,5,1003.06,5,15,518,18.5,1003.06,35.82,21.8,2011-02-21 14:38:00,2011-11-15 15:33:00,United Kingdom,267,1,K-Means,Loyal Customers
13411,107,1,213.55,1,17,72,4.0,213.55,11.86,9.21,2011-08-24 13:57:00,2011-08-24 13:57:00,United Kingdom,0,0,K-Means,Passive Customers
13414,134,3,1390.5,3,23,1574,65.58,1390.5,57.94,109.42,2011-02-16 12:13:00,2011-07-29 11:45:00,United Kingdom,162,0,K-Means,Passive Customers
13416,44,2,712.5,2,11,142,7.47,712.5,37.5,20.0,2011-09-19 14:43:00,2011-10-27 08:56:00,United Kingdom,37,0,K-Means,Passive Customers
13417,5,2,640.83,2,26,162,5.79,640.83,22.89,7.8,2011-05-18 16:26:00,2011-12-05 08:49:00,United Kingdom,200,1,K-Means,Loyal Customers
13418,12,18,6127.43,18,223,3918,12.89,6127.43,20.16,24.16,2010-12-02 10:45:00,2011-11-28 10:23:00,United Kingdom,360,2,K-Means,Loyal Customers
13419,64,1,221.06,1,16,275,17.19,221.06,13.82,7.6,2011-10-07 12:49:00,2011-10-07 12:49:00,United Kingdom,0,0,K-Means,Passive Customers
13420,150,2,159.85,2,8,101,12.62,159.85,19.98,10.41,2011-06-22 11:35:00,2011-07-13 08:48:00,United Kingdom,20,0,K-Means,Passive Customers
13421,40,2,1833.71,2,88,1128,11.06,1833.71,17.98,15.45,2011-02-22 15:46:00,2011-10-30 14:21:00,United Kingdom,249,1,K-Means,Loyal Customers
13422,64,1,2626.3,1,127,1326,10.44,2626.3,20.68,10.22,2011-10-06 13:42:00,2011-10-06 13:42:00,United Kingdom,0,0,K-Means,Passive Customers
13425,108,3,1624.21,3,66,1123,14.4,1624.21,20.82,16.47,2011-02-18 08:34:00,2011-08-23 17:13:00,United Kingdom,186,1,K-Means,Loyal Customers
13426,1,10,3641.32,10,103,2245,14.3,3641.32,23.19,26.29,2010-12-15 12:43:00,2011-12-09 08:59:00,United Kingdom,358,1,K-Means,Loyal Customers
13427,19,3,582.6,3,25,545,18.79,582.6,20.09,14.69,2011-05-08 15:58:00,2011-11-20 13:02:00,United Kingdom,195,1,K-Means,Loyal Customers
13428,10,1,201.78,1,70,151,2.13,201.78,2.84,2.12,2011-11-29 14:20:00,2011-11-29 14:20:00,United Kingdom,0,0,K-Means,Passive Customers
13429,11,4,1006.8,4,55,1390,20.75,1006.8,15.03,8.76,2011-09-25 15:59:00,2011-11-29 09:10:00,United Kingdom,64,0,K-Means,Passive Customers
13430,19,2,679.45,2,48,751,15.33,679.45,13.87,8.94,2011-09-14 14:26:00,2011-11-21 08:19:00,United Kingdom,67,0,K-Means,Passive Customers
13431,67,2,1269.1,2,44,672,14.61,1269.1,27.59,29.02,2011-09-12 11:25:00,2011-10-03 13:49:00,United Kingdom,21,0,K-Means,Passive Customers
13434,74,2,534.24,2,9,300,30.0,534.24,53.42,66.74,2011-09-04 10:35:00,2011-09-26 14:30:00,United Kingdom,22,0,K-Means,Passive Customers
13435,5,7,3809.89,7,68,2129,21.08,3809.89,37.72,42.78,2011-06-03 17:07:00,2011-12-04 14:45:00,United Kingdom,183,1,K-Means,Loyal Customers
13436,2,1,196.89,1,12,76,6.33,196.89,16.41,4.7,2011-12-08 10:33:00,2011-12-08 10:33:00,United Kingdom,0,0,K-Means,Passive Customers
13437,14,7,3408.06,7,143,1283,7.68,3408.06,20.41,12.89,2011-06-02 14:30:00,2011-11-25 14:00:00,United Kingdom,175,1,K-Means,Loyal Customers
13439,255,1,283.71,1,54,242,4.48,283.71,5.25,3.66,2011-03-29 14:20:00,2011-03-29 14:20:00,United Kingdom,0,4,K-Means,Lost Customers
